,Id,Name,Nationality,Gender,DateAcquired
53983,3451,Joong Seop Lee,Korean,Male,1956
53986,3452,Catherine Lee,American,Female,1988
53988,3453,Colin Lee,American,Male,1990
53989,3454,Dudley Lee,American,Male,1943
53991,3455,Russell Lee,American,Male,1941
54022,3456,Tom Lee,American,Male,0
54042,3457,Ung-no Lee,Korean,Male,1958
54045,3458,Theyre Lee-Elliott,British,Male,1945
54049,3460,Lege & Bergeron,French,0,1982
54050,3461,Georges Mathurin Lege,French,Male,1982
54051,3463,Yoram Lehman,Israeli,Male,1975
54054,3464,Wilhelm Lehmbruck,German,Male,1956
54091,3465,Lehner & Mader,0,0,1962
54092,3466,Leonard Lehrer,American,Male,1967
54093,3468,Arthur Leipzig,American,Male,1944
54094,3469,José Costa Leite,Brazilian,Male,1968
54115,3470,Saul Leiter,American,Male,1959
54120,3471,Philip V. Leivo,American,Male,0
54121,3472,Michael Lekakis,American,Male,1963
54122,3473,Paul Lemagny,French,Male,0
54123,3474,Annette Lemieux,American,Female,1990
54126,3475,Dietmar Lemke,German,Male,1961
54128,3476,Georges Lemmen,Belgian,Male,1976
54129,3478,Luis Lemus,American,Male,1941
54130,3479,Stanley Lench,British,Male,1958
54131,3480,Jan Lenica,Polish,Male,1960
54151,3482,Thomas Lenk,German,Male,1969
54153,3483,Candice Lenney,American,Female,1979
54154,3484,John Lennon,British,Male,2008
54159,3486,Eugen Lenz,Swiss,0,0
54160,3487,Leonid (Leonid Berman),American,Male,1943
54163,3488,Louis L. Lepoix,French,Male,1984
54164,3489,Robert Lepper,American,Male,1964
54165,3490,Stanislao Lepri,Italian,Male,1949
54166,3491,Gustav Lepschy,German,Male,0
54167,3492,Norman Lerner,American,Male,1967
54169,3493,Helmar Lerski,Swiss,Male,1970
54175,3494,Danuta Leszczynska-Kluza,Polish,Female,1970
54176,3495,Alfred Leslie,American,Male,1968
54190,3496,Janusz Lesniak,Polish,Male,1987
54217,3497,John Lesnick,American,Male,1984
54224,3498,Gilbert Lesser,American,Male,1965
54226,3499,Rudi Lesser,American,Male,1953
54227,3500,Julian Lethbridge,British,Male,1996
54258,3501,Anna Letycia Quadros,Brazilian,Female,1967
54259,3502,Gerd Leufert,Venezuelan,Male,1983
54292,3503,Herbert Leupin,Swiss,Male,1955
54304,3504,Léo Leuppi,Swiss,Male,1951
54308,3505,John Levee,American,Male,1959
54328,3506,Hugo Leven,German,Male,1997
54335,3507,Hans Levi,American,Male,1972
54336,3508,Josef Levi,American,Male,1968
54338,3509,Julian E. Levi,American,Male,1949
54340,3510,Robert Levin,American,Male,1976
54341,3511,Wayne Levin,American,Male,1986
54342,3512,Arthur Levine,American,Male,1955
54343,3513,Jack Levine,American,Male,1953
54348,3514,Les Levine,American,Male,1966
54437,3515,Sherrie Levine,American,Female,1992
54540,3516,Tom Levine,American,Male,1988
54546,3517,Mon Levinson,American,Male,1965
54547,3518,Leon Levinstein,American,Male,1994
54561,3519,S. L. Levitsky,French,Male,1982
54566,3520,Helen Levitt,American,Female,1946
54654,3521,Alphonse Levy,French,Male,1956
54656,3522,Julien Levy,American,Male,1977
54657,3523,Martin Lewis,American,Male,1968
54663,3524,Norman Lewis,American,Male,1969
54668,3525,Wyndham Lewis,British,Male,1954
54674,3526,Landès Lewitin,American,Male,1948
54676,3528,Sol LeWitt,American,Male,1969
55296,3530,Sonia Lewitzka,Polish,Female,1949
55299,3531,Jay Leyda,American,Male,1941
55314,3532,Ernst Van Leyden,American,Male,1974
55336,3533,Léon Lhermitte,French,Male,1964
55337,3534,André Lhote,French,Male,1949
55354,3535,Georges Liautaud,Haitian,Male,1962
55355,3537,Alexander Liberman,American,Male,1981
55377,3539,Sol Libsohn,American,Male,1967
55382,3540,Riccardo Licata,Italian,Male,1967
55384,3541,Ernst Lichtblau,American,Male,1952
55386,3542,Roy Lichtenstein,American,Male,1976
55525,3543,John H. Lickert,American,Male,1943
55526,3544,Jonas Lie,American,Male,1940
55527,3545,Al Lieberman,American,Male,1971
55528,3546,Max Liebermann,German,Male,0
55533,3547,Alphonse Liébert,French,Male,1982
55535,3548,Klaus Liebig,German,Male,1971
55537,3549,Jerome Liebling,American,Male,1977
55562,3550,Liebowitz,American,0,1953
55563,3551,David Ligare,American,Male,1974
55565,3554,Edwin Hale Lincoln,American,Male,1984
55567,3555,Stig Lindberg,Swedish,Male,1958
55571,3556,Linda Lindeberg,American,Female,1969
55572,3557,Francesca Lindh,Finnish,Female,0
55573,3558,Richard Lindh,Finnish,Male,0
55574,3559,Richard Lindner,American,Male,1976
55605,3560,Linda Lindroth,American,Female,1974
55606,3561,O. Winston Link,American,Male,1976
55612,3562,Leo Lionni,American,Male,1968
55634,3563,Jacques Lipchitz,American,Male,1945
55659,3564,Peter Lipman-Wulf,American,Male,1968
55682,3565,Carol Lipper,American,Female,0
55683,3566,Richard Lippold,American,Male,1962
55706,3567,Seymour Lipton,American,Male,1962
55729,3568,Vera Lisková,Czech,Female,1953
55732,3569,El Lissitzky,Russian,Male,1937
55879,3570,Ross Littell,American,Male,0
55880,3571,Betty Clark Little,American,Female,1941
55882,3572,Harvey Littleton,American,Male,1964
55883,3573,Ludwig Littmann,German,Male,1981
55884,3574,Israel Litwak,American,Male,1949
55885,3575,Stephen Livick,Canadian,Male,1976
55886,3576,Frank Lobdell,American,Male,1974
55918,3577,Lobel,French,0,1956
55919,3578,Jean Locey,American,Female,1988
55920,3579,Charles Locke,American,Male,1940
55961,3580,George Lockwood,American,Male,1966
56003,3581,Uwe Loesch,German,Male,1994
56011,3582,Loescher & Petsch,German,0,1982
56012,3583,"Compagnie de L'Esthétique Industrielle (CEI) - Raymond Loewy, Paris",0,0,1953
56013,3584,Maurice Loewy,French,Male,0
56014,3585,Berthold Löffler,Austrian,Male,1988
56016,3587,Richard Paul Lohse,Swiss,Male,1990
56026,3588,Alfred Lombard,French,Male,1964
56028,3589,Eckersley Lombers,British,0,1936
56029,3590,Lois Long,American,Female,1974
56039,3591,Richard Long,British,Male,1996
56082,3592,Robert Longo,American,Male,1992
56095,3593,Vincent Longo,American,Male,1956
56097,3595,Adolph Loos,Austrian,Male,1998
56103,3596,Fernando López Anaya,Argentine,Male,1942
56104,3597,Domingo López,American,Male,1967
56105,3598,José Dolores López,American,Male,1943
56106,3599,Luis López Loza,Mexican,Male,1973
56108,3600,Antonio López García,Spanish,Male,1978
56111,3601,Erle Loran,American,Male,1969
56113,3602,Antonio Lorenzo,Spanish,Male,1976
56116,3603,John Loring,American,Male,1973
56117,3605,Lortz,German,0,1953
56120,3606,Reagan Louie,American,Male,1987
56125,3607,Morris Louis,American,Male,1982
56129,3609,Charles Loupot,French,Male,1988
56130,3610,Jim Love,American,Male,1961
56131,3611,Vreni Löwensberg,Swiss,Female,1949
56132,3613,Lawrence Stephen Lowry,British,Male,1964
56133,3614,Jesús Lozano,Spanish,Male,1937
56134,3615,Lee Lozano,American,Female,1977
56151,3617,Louis Lozowick,American,Male,2001
56173,3618,Lu Chu Chuan,Chinese,0,1942
56174,3619,Dietrich Lubs,German,Male,1987
56175,3620,Caroline Lucas,British,Female,1950
56176,3621,Maximilien Luce,French,Male,1997
56199,3622,Lucebert,Dutch,Male,1978
56202,3623,Tekening Lucerbert,Dutch,0,1964
56203,3624,Thomas Lüchinger,Swiss,Male,1987
56205,3625,Hans Luckhardt,German,Male,0
56206,3626,Ryah Ludins,American,Female,1940
56208,3627,John Lueders-Booth,American,Male,1986
56209,3628,Konrad Lueg,German,Male,1973
56213,3629,Amador Lugo,Mexican,Male,1968
56214,3630,Jan Lukas,Czech,Male,1982
56215,3631,Sven Lukin,American,Male,1966
56216,3632,Luktak,Canadian,0,1960
56217,3633,Ernest S. Lumsden,British,Male,1966
56218,3635,Jorge Guillermo Luna Ercilla,Argentine,Male,1966
56220,3636,Norman Lundin,American,Male,1978
56221,3637,Evert Lundquist,Swedish,Male,1961
56222,3638,Alexandre Lunois,French,Male,1956
56223,3639,Francois Lunven,French,Male,1967
56224,3640,Markus Lüpertz,German,Male,1982
56289,3641,Jean Lurçat,French,Male,1965
56411,3642,Boris Lurie,American,Male,1967
56412,3643,Urs Lüthi,Swiss,Male,1990
56413,3644,Nicholas Luttinger,American,Male,1965
56414,3645,Max Lutzbacher,Swiss,Male,1944
56415,3646,Mariette Lydis,Austrian,Female,1964
56416,3647,Lynch,American,0,1943
56417,3648,George Platt Lynes,American,Male,1994
56484,3649,George Lynn,Canadian,Male,1983
56485,3650,Danny Lyon,American,Male,1969
56529,3651,Joan Lyons,American,Female,1974
56543,3652,Nathan Lyons,American,Male,1968
56550,3653,Richard Lytle,American,Male,1958
56551,3654,Ernst Mumenthaler,Swiss,Male,1950
56552,3655,M. H,Nationality unknown,0,1944
56553,3656,Dora Maar,French,Female,1973
56564,3657,Zell Mabee,American,Male,1941
56565,3658,Mabuchi Toru,Japanese,Male,1965
56566,3659,Joaquín  Macías,Nicaraguan,Male,1942
56567,3660,Robert MacBryde,British,Male,1950
56570,3661,Mino Maccari,Italian,Male,1965
56573,3662,Rómulo Macció,Argentine,Male,1967
56574,3663,Stanton Macdonald-Wright,American,Male,1967
56578,3664,Eduardo A. MacEntyre,Argentine,Male,1973
56581,3665,Greg MacGregor,American,Male,1972
56582,3666,Sheldon Machlin,American,Male,1966
56584,3667,Saša Janez Mächtig,Slovenian,Male,1970
56586,3668,Loren MacIver,American,Female,1958
56592,3669,Heinz Mack,German,Male,1968
56606,3670,August Macke,German,Male,1947
56611,3671,Charles Rennie Mackintosh,British,Male,1958
56619,3672,Owen F. Maclaren,British,Male,1970
56620,3673,Angus MacLise,American,Male,1977
56623,3674,William E. Macnaughtan,American,Male,1976
56624,3675,Wendy MacNeil,American,Female,1982
56626,3676,Robert Macpherson,British,Male,1982
56638,3677,Alen MacWeeney,American,Male,1989
56657,3678,Bea Maddock,Australian,Female,1973
56660,3680,Josaku Maede,Japanese,Male,1964
56661,3681,Toshiro Maeda,Japanese,Male,1989
56667,3682,Sempan Maekawa,Japanese,Male,1965
56668,3683,Paul Maenz,German,Male,1966
56669,3684,Karel Maes,Belgian,Male,1987
56670,3685,Romeo Maestri,Italian,Male,1958
56671,3686,Aloisio Lahyre de  Magalhães,Brazilian,Male,1957
56672,3687,Victor Magariños,Argentine,Male,1966
56678,3688,Vico Magistretti,Italian,Male,1997
56693,3689,F. Maglin,French,0,1956
56694,3690,Alberto Magnelli,Italian,Male,1945
56700,3691,Greta Magnusson Grossman,American,Female,1954
56702,3692,René Magritte,Belgian,Male,1966
56714,3693,William Maguire,American,Male,1982
56717,3694,Robert Mahon,American,Male,1987
56719,3695,Schilli Maier,American,Male,1956
56720,3696,Leo Maillet,Nationality unknown,Male,1956
56721,3697,Aristide Maillol,French,Male,1954
57300,3698,Gaspard Maillol,French,Male,1949
57302,3699,Lucien Mainssieux,French,Male,1964
57303,3700,Samuel Maitin,American,Male,1953
57305,3701,Louis Majorelle,French,Male,0
57306,3702,William Majors,American,Male,1966
57329,3703,Haku Maki,Japanese,Male,1965
57336,3704,Mitsuo Maki,Japanese,Male,0
57337,3705,Shoichi Makino,Japanese,Male,1959
57338,3706,Zbigniew Makowski,Polish,Male,1965
57342,3707,Gerard Malanga,American,Male,1968
57343,3708,Robert Malaval,French,Male,1968
57345,3709,Alberto Garcia Maldonado,Mexican,Male,1954
57346,3710,Kazimir Malevich,Russian,Male,2001
57424,3711,Robert Mallary,American,Male,1944
57445,3713,Antonio Maluf,Brazilian,Male,1951
57446,3714,Jeanne Mammen,German,Female,1977
57447,3715,Maurice Man,British,Male,1945
57449,3716,Man Ray (Emmanuel Radnitzky),American,Male,1972
57639,3717,Mateo Manaure,Venezuelan,Male,1972
57679,3719,Michael Mandel,American,Male,1985
57682,3720,Alfred Manessier,French,Male,1948
57691,3721,Édouard Manet,French,Male,1964
57707,3723,Robert Mangold,American,Male,1993
57778,3724,Sylvia Plimack Mangold,American,Female,1998
57798,3725,Henri Manguin,French,Male,1961
57800,3726,Manuel Manilla,Mexican,Male,1965
57802,3727,Per Maning,Norwegian,Male,1988
57804,3728,Mann,Polish,0,1943
57805,3729,C. Mann,British,0,1937
57806,3730,Sally Mann,American,Female,1987
57807,3732,Jack Manning,American,Male,1941
57810,3733,Manolo (Manuel Martínez Hugué),Spanish,Male,1949
57823,3734,Constantine Manos,Greek,Male,1964
57824,3735,Russell Manoy,British,Male,1988
57826,3736,Paul Mansard,French,Male,1940
57827,3737,John Mansbridge,British,Male,1936
57831,3738,Matthias Mansen,German,Male,1996
57839,3739,Leo Manso,American,Male,1963
57841,3740,Paul (Pavel Mansurov) Mansouroff,Russian,Male,1964
57857,3741,Piero Manzoni,Italian,Male,1984
57875,3742,Giacomo Manzù,Italian,Male,1949
57901,3743,Pio Manzù,Italian,Male,1969
57902,3744,Kumberai Mapanda,Zimbabwean,Male,1967
57903,3745,Robert Mapplethorpe,American,Male,1978
57946,3746,Ralph Maradiaga,American,Male,1971
57947,3747,Adriana Jadranka Maraž,Slovenian,Female,1971
57948,3748,Franz Marc,German,Male,1981
57966,3749,Conrad Marca-Relli,American,Male,1967
57971,3750,Marcel-Gaillard (Marcel Gaillard),French,Male,1964
57972,3751,André Marchand,French,Male,1952
57973,3752,Jean Marchand,French,Male,1949
57976,3753,Léo Marchutz,French,Male,1964
58070,3754,Tony Marciante,American,Male,1970
58071,3756,Gerhard Marcks,German,Male,1956
58127,3757,Louis Marcoussis,Polish,Male,1976
58173,3758,Brice Marden,American,Male,1987
58276,3759,André Mare,French,Male,1964
58279,3760,Maréchal,French,Male,1969
58280,3761,Ludovico Mares,Italian,Male,1965
58281,3762,Boris Margo,American,Male,1953
58296,3763,Richard M. Margolis,American,Male,1978
58297,3765,Joseph Margulies,American,Male,1960
58298,3766,Enzo Mari,Italian,Male,2001
58325,3767,Maria Martins,Brazilian,Female,1973
58340,3768,Mariano (Mariano Rodríguez),Cuban,Male,1942
58343,3770,John Marin,American,Male,1936
58368,3771,Filippo Tommaso Marinetti,Italian,Male,1977
58386,3772,Marino Marini,Italian,Male,1956
58407,3773,Tom Marioni,American,Male,1987
58417,3774,Marisol (Marisol Escobar),Venezuelan,Female,1967
58448,3775,Henry Mark,American,Male,1948
58449,3776,Jyrki Markkanen,Finnish,0,1986
58450,3777,Dorothy F. Markle,American,Female,0
58451,3778,Harry C. Markle,American,Male,0
58452,3779,Ronald Markman,American,Male,1957
58476,3780,Gino Marotta,Italian,Male,1968
58489,3781,Walter Marques,Brazilian,Male,1967
58491,3782,Albert Marquet,French,Male,1964
58533,3783,Anne Steele Marsh,American,Female,1952
58534,3784,Reginald Marsh,American,Male,1965
58541,3786,Takis Marthas,Greek,Male,1965
58542,3787,Agnes Martin,American,Female,1979
58593,3788,Charles Martin,American,Male,2000
58594,3789,D. S. Martin,American,0,1937
58595,3790,Fletcher Martin,American,Male,1939
58596,3791,Fred Martin,American,Male,1978
58639,3792,Ira Martin,American,Male,1959
58641,3793,Kenneth Martin,British,Male,1980
58650,3794,Mary Martin,British,Female,1985
58651,3795,Paul Martin,British,Male,1938
58663,3796,Philip John Martin,British,Male,1964
58665,3797,Ezio Martinelli,American,Male,1949
58666,3798,Eugene Martinez,American,Male,1963
58667,3799,Luis Martínez Pedro,Cuban,Male,1947
58671,3800,Maria Martinez,American,Female,0
58672,3801,Martinez Pintao (Manuel Martinez Pintao),Mexican,Male,1942
58673,3802,Ricardo Martinez,Argentine,Male,1964
58674,3803,Raúl Martínez,Cuban,Male,1979
58676,3805,Aldemir Martins,Brazilian,Male,1957
58680,3806,Mort N. Marton,American,Male,0
58681,3807,Michael Martone,American,Male,1969
58682,3808,Antonio Martorell,American,Male,1974
58700,3809,L. Marval,French,0,1964
58701,3810,Charles Marville,French,Male,1989
58715,3812,Robert E. Marx,American,Male,1953
58716,3813,Maryan S. Maryan,American,Male,1988
58759,3814,Frans Masereel,Belgian,Male,1949
58960,3815,Denis Masi,American,Male,1977
58961,3816,Alice Trumbull Mason,American,Female,1952
58964,3817,Raymond Mason,British,Male,1967
58966,3818,Kristen Corinne Masri,American,Female,1972
58967,3819,John Massey,American,Male,1982
58970,3820,George Massiot Brown,British,Male,1936
58971,3821,André Masson,French,Male,1947
59276,3822,Luigi Massoni,Italian,Male,1972
59279,3824,Umberto Mastroianni,Italian,Male,1964
59281,3825,Gregory Masurovsky,American,Male,1993
59325,3826,Ewald Mataré,German,Male,1984
59331,3827,Margrethe Mather,American,Female,1975
59334,3829,Georges Mathieu,French,Male,1963
59337,3830,Bruno Mathsson,Swedish,Male,1949
59343,3831,Marcel Mathys,Swiss,Male,1988
59358,3832,Henri Matisse,French,Male,1952
60422,3833,Vera Matiukh,Russian,Female,1961
60423,3834,Mikhail Matiushin,Russian,Male,2001
60426,3835,Fujio Matsugi,Japanese,Male,1959
60427,3836,Keizo Matsui,Japanese,Male,1983
60428,3837,Akira Matsumoto,Japanese,Male,1965
60430,3838,Toshio Matsumoto,Japanese,Male,1979
60431,3839,Matsumura Sadaiku,Japanese,Male,1971
60433,3840,Shin Matsunaga,Japanese,Male,1990
60436,3841,Matsushita Electric Corp.,Japanese,0,1981
60437,3842,Roberto Matta,Chilean,Male,1970
60650,3843,Herbert Matter,American,Male,0
60674,3844,Leni Matthaei,German,Female,1954
60675,3845,Holger Matthies,German,Male,1980
60676,3846,Claudio Mattioli,Nationality unknown,Male,1968
60677,3847,Charles Mattox,Nationality unknown,Male,1974
60678,3848,Jan Matulka,American,Male,1981
60685,3849,Maxine Emile Louis Maufra,French,Male,1956
60686,3850,Maull and Polyblank,British,0,1962
60727,3851,Eugene Maunoury,French,0,1982
60729,3852,Jacques Mauny,French,Male,1935
60730,3853,Alfred H. Maurer,American,Male,1961
60731,3854,Ingo Maurer,German,Male,1988
60739,3855,Neil Maurer,American,Male,1976
60740,3856,Charles Maurin,French,Male,1979
60742,3857,Achille Mauzan,Italian,0,1940
60743,3858,Almir Mavignier,Brazilian,Male,1967
60784,3859,Peter Max,American,Male,1968
60791,3860,Paul Mayen,American,Male,1958
60801,3861,Elaine Mayes,American,Female,1970
60809,3862,Roger Mayne,British,Male,1964
60812,3863,Fernando Maza,Argentine,Male,1963
60813,3864,Michael Mazur,American,Male,1963
60873,3865,Luis Mazzey,0,Male,1959
60874,3866,Azaria Mbatha,South African,Male,1967
60876,3867,Dr. John McArthur,British,Male,1972
60877,3869,Jay McCafferty,American,Male,1981
60878,3870,Henry McCarter,American,Male,1981
60879,3871,Byron McClintock,American,Male,1952
60880,3872,Allan McCollum,American,Male,1991
60889,3873,Leonard McCombe,American,Male,1964
60890,3874,B. B. Mccormick,0,Male,1970
60891,3875,Ann McCoy,American,Female,1979
60893,3876,John McCracken,American,Male,1969
60894,3877,Charles H. McCrea,American,Male,2001
60901,3880,Jean McEwen,Canadian,Male,1967
60903,3881,Rory McEwen,British,Male,1982
60904,3882,Elizabeth McFadden,American,Female,1956
60905,3883,Lawrence McFarland,American,Male,1983
60906,3884,James McGarrell,American,Male,1964
60952,3885,Kenneth McGowan,American,Male,1979
60954,3886,Byron McKeeby,American,Male,1974
60956,3887,Rhondal McKinney,American,Male,1981
60958,3888,John McLaughlin,American,Male,1987
60979,3889,Bruce McLean,British,Male,1991
61055,3890,Richard McLean,American,Male,1976
61056,3891,Elizabeth McLennan,Canadian,Female,1956
61057,3892,Michael McLoughlin,American,Male,1965
61060,3893,J. W. McManigal,American,0,1941
61061,3894,George McNeil,American,Male,1988
61065,3895,William C. McNulty,American,Male,0
61066,3896,Larry Mcpherson,American,Male,1978
61067,3898,John McVicker,American,Male,1966
61070,3899,Frederick Edward McWilliam,British,Male,1956
61073,3900,John McWilliams,American,Male,1976
61074,3901,Roderick Mead,American,Male,1951
61076,3902,Clement Meadmore,Australian,Male,1967
61079,3904,Friedrich Meckseper,German,Male,1961
61084,3905,Sol Mednick,American,Male,1977
61085,3906,Raul Meel,Estonian,Male,1985
61086,3907,Howard Mehring,American,Male,1966
61087,3908,Hans Meid,German,Male,1950
61089,3909,Ludwig Meidner,German,Male,0
61102,3910,Richard Meier,American,Male,1984
61136,3911,Leo Meissner,American,Male,1940
61137,3912,Alex Melamid,American,Male,0
61138,3913,F. M. Melchers,Dutch,Male,1958
61140,3914,Mohamed Melehi,Moroccan,Male,1966
61141,3915,José Meléndez Contreras,American,Male,1956
61144,3916,Melendreras,Spanish,0,1995
61147,3917,Waldimiro Melgarejo Muñoz,Argentine,Male,1942
61149,3918,Georges Méliès,French,Male,1967
61155,3919,John Melin,Swedish,Male,1981
61156,3920,Xavier Mellery,Belgian,Male,1978
61157,3921,Fausto Melotti,Italian,Male,1948
61162,3922,Pierre Mendell,German,Male,1995
